-5.000000000000000000e-01,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00
1.500000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+01,0.000000000000000000e+00
1.150000000000000000e+01,0.000000000000000000e+00
1.250000000000000000e+01,0.000000000000000000e+00
1.350000000000000000e+01,0.000000000000000000e+00
1.450000000000000000e+01,0.000000000000000000e+00
1.550000000000000000e+01,0.000000000000000000e+00
1.650000000000000000e+01,0.000000000000000000e+00
1.750000000000000000e+01,0.000000000000000000e+00
1.850000000000000000e+01,0.000000000000000000e+00
1.950000000000000000e+01,0.000000000000000000e+00
2.050000000000000000e+01,0.000000000000000000e+00
2.150000000000000000e+01,0.000000000000000000e+00
2.250000000000000000e+01,0.000000000000000000e+00
2.350000000000000000e+01,0.000000000000000000e+00
2.450000000000000000e+01,0.000000000000000000e+00
2.550000000000000000e+01,0.000000000000000000e+00
2.650000000000000000e+01,0.000000000000000000e+00
2.750000000000000000e+01,0.000000000000000000e+00
2.850000000000000000e+01,0.000000000000000000e+00
2.950000000000000000e+01,0.000000000000000000e+00
3.050000000000000000e+01,0.000000000000000000e+00
3.150000000000000000e+01,0.000000000000000000e+00
3.250000000000000000e+01,0.000000000000000000e+00
3.350000000000000000e+01,0.000000000000000000e+00
3.450000000000000000e+01,0.000000000000000000e+00
3.550000000000000000e+01,0.000000000000000000e+00
3.650000000000000000e+01,0.000000000000000000e+00
3.750000000000000000e+01,0.000000000000000000e+00
3.850000000000000000e+01,0.000000000000000000e+00
3.950000000000000000e+01,0.000000000000000000e+00
4.050000000000000000e+01,0.000000000000000000e+00
4.150000000000000000e+01,0.000000000000000000e+00
4.250000000000000000e+01,0.000000000000000000e+00
4.350000000000000000e+01,0.000000000000000000e+00
4.450000000000000000e+01,0.000000000000000000e+00
4.550000000000000000e+01,0.000000000000000000e+00
4.650000000000000000e+01,0.000000000000000000e+00
4.750000000000000000e+01,0.000000000000000000e+00
4.850000000000000000e+01,0.000000000000000000e+00
4.950000000000000000e+01,0.000000000000000000e+00
5.050000000000000000e+01,0.000000000000000000e+00
5.150000000000000000e+01,0.000000000000000000e+00
5.250000000000000000e+01,0.000000000000000000e+00
5.350000000000000000e+01,0.000000000000000000e+00
5.450000000000000000e+01,0.000000000000000000e+00
5.550000000000000000e+01,0.000000000000000000e+00
5.650000000000000000e+01,0.000000000000000000e+00
5.750000000000000000e+01,0.000000000000000000e+00
5.850000000000000000e+01,0.000000000000000000e+00
5.950000000000000000e+01,0.000000000000000000e+00
