-3.335932482257498721e-01 3.711812198568206767e-01
-3.393566394136995346e-01 3.775940072349604493e-01
-2.861705769920067088e-01 3.184151490474441126e-01
-4.629950122560428927e-01 5.151634643412315029e-01
-4.024057585408281068e-01 4.477472524609214521e-01
-3.235412493684128865e-01 3.599966014099241773e-01
-3.907984558554222221e-01 4.348320846842037568e-01
-3.961495225790084840e-01 4.407860885034051157e-01
-2.764611596058179632e-01 3.076117128008389878e-01
-2.494414625852861278e-01 2.775475428765866170e-01
-2.331400843731882833e-01 2.594093896546726952e-01
-1.122753682279765269e-01 1.249261139438030410e-01
-2.658790252857334280e-01 2.958372253179309408e-01
-5.614418606575094506e-01 6.247029153794824152e-01
-6.895890349362859828e-01 7.672892078868541743e-01
-7.311195361226123790e-01 8.134992021645983673e-01
-6.932355000200735029e-01 7.713465422758567502e-01
-6.539846703228062719e-01 7.276730838803066037e-01
-6.145376322953854942e-01 6.837813091737398041e-01
-5.766870723516753783e-01 6.416658974053862652e-01
-5.124068306702305176e-01 5.701428115908185879e-01
-3.730430464719594608e-01 4.150760657927424768e-01
-1.879197402621987090e-01 2.090937955030092443e-01
-2.094649190980459735e-02 2.330666001231721310e-02
1.283168277650543754e-01 -1.427750618794283444e-01
2.746115094946012802e-01 -3.055536514094852607e-01
4.395567269483264816e-01 -4.890842454777170056e-01
5.441560327529700869e-01 -6.054693885561226452e-01
5.936833287801801529e-01 -6.605772249807638774e-01
5.120451585963514685e-01 -5.697403877339699552e-01
4.472540810668746980e-01 -4.976489071025784749e-01
3.834132685413391139e-01 -4.266147635882521771e-01
4.044300403789157228e-01 -4.499996223934413231e-01
2.894505574508151602e-01 -3.220647047692168918e-01
1.517559926560873851e-01 -1.688552594342380142e-01
1.243318156600016905e-01 -1.383410343259177944e-01
8.298343562925279693e-02 -9.233368189733823228e-02
8.852881544083131271e-02 -9.850389323698058308e-02
1.191588249562953727e-01 -1.325851714302420936e-01
1.258481464579110087e-01 -1.400282192982414131e-01
8.075546388217842708e-02 -8.985467108016839677e-02
1.051472827637918162e-01 -1.169948639202762486e-01
1.974434736479457886e-01 -2.196906256082788444e-01
2.142394643050401226e-01 -2.383791222549056787e-01
1.014397169546313177e-01 -1.128695442171240571e-01
7.485926411515585188e-02 -8.329411077601790725e-02
4.872653195203006937e-02 -5.421684541141564423e-02
3.734081312843653966e-02 -4.154822869220401588e-02
-7.833038597727240426e-02 8.715634496062678316e-02
-1.701475655672701204e-01 1.893191222509059690e-01
-9.781014360258925844e-02 1.088310048535865854e-01
-1.907395658712162656e-01 2.122313479412107351e-01
-2.309452216257961155e-01 2.569672184287029593e-01
-2.817285824002412897e-01 3.134726480228042234e-01
-2.507830205924989064e-01 2.790402623493999368e-01
-2.755298125336668180e-01 3.065754252135158842e-01
-2.760008066013747707e-01 3.070994890353321849e-01
-3.161901537652178629e-01 3.518172133443988603e-01
-1.921477100382850967e-01 2.137981562397837931e-01
-1.508123729862484164e-01 1.678053164213199056e-01
