2.416658512859677366e+00 3.414819203173083961e-01
4.372493944873411920e+00 1.197624952772451179e+00
4.323834796165274774e+00 9.520393549557044643e-01
5.942321813989100754e+00 4.629902179389471684e+00
6.143975089798141553e+00 4.591421070053854692e+00
5.918297727217890269e+00 4.686135494363016463e+00
4.353224798272941953e+00 9.113667250887809157e-01
4.253852843002445816e+00 1.067753674830250077e+00
4.391061544257439664e+00 8.435172656138051339e-01
2.593389880759095156e+00 5.119217767431101240e-01
4.428903145772866701e+00 9.663751600572834111e-01
5.952039810290734145e+00 4.524479480356551342e+00
5.800114853387790426e+00 4.593042314960935180e+00
2.591317675870455695e+00 4.135200409830239732e-01
4.421199435277800127e+00 9.957766974234066870e-01
4.444434362866909183e+00 9.510742732039535463e-01
4.446805400495607685e+00 9.585361323449326232e-01
5.859775246858131226e+00 4.660138751194381257e+00
5.930204810466785048e+00 4.617570493874246118e+00
4.431288252832231933e+00 1.068313613072789714e+00
4.372175279221080402e+00 7.858312035188731448e-01
4.325528826795409287e+00 8.975949523365838179e-01
5.969175842965018575e+00 4.749354786225238101e+00
4.460099226307052689e+00 1.187745021068854046e+00
2.735206934301532389e+00 5.664596967715159748e-01
6.076310876182080989e+00 4.603814369356168612e+00
2.664057388898161349e+00 2.623508828764105072e-01
2.593975429900790886e+00 4.591008415045895186e-01
5.658352829103778348e+00 4.524230436446201153e+00
4.356044399741128004e+00 1.064440850910137737e+00
5.976447288633662147e+00 4.676288240205184188e+00
5.860027999189612480e+00 4.651137817477238201e+00
2.558613850921478416e+00 3.478068184916174310e-01
2.673939295055424825e+00 2.437389616469549380e-01
2.750833106656345173e+00 3.119740534343946048e-01
4.340877325290682265e+00 9.164314581545266458e-01
4.224003913833536572e+00 8.708589533466005728e-01
2.723983923235023141e+00 2.507797435484899196e-01
4.242004038967058577e+00 1.078541484911713644e+00
2.638809131161517829e+00 4.987101526819739394e-01
4.481819278894451308e+00 1.068083731135465397e+00
5.951433006009888338e+00 4.566149610252029589e+00
5.913807671192122584e+00 4.546361916548745441e+00
2.420763441459052867e+00 3.131499334041761284e-01
2.454770604449003635e+00 3.727971801838168564e-01
2.539328354025745416e+00 4.364933124716960933e-01
5.913767936459228380e+00 4.665514315903534381e+00
4.363457361842715265e+00 8.200775680185394823e-01
2.837411909220068917e+00 4.148532440002461463e-01
5.947479912027932691e+00 4.470688857466731392e+00
5.888959785858348006e+00 4.571088097534838468e+00
5.871095470117405846e+00 4.591048517521091554e+00
5.913351825918240934e+00 4.682808666602783276e+00
2.501586612752159766e+00 4.644636351785029205e-01
5.800404310990800560e+00 4.699253481730750082e+00
4.248203097534393180e+00 9.683307234167289890e-01
2.537583746008744257e+00 3.800491091166744995e-01
4.414361007944733295e+00 1.049577058021655240e+00
6.026372417813550264e+00 4.687183006457953383e+00
2.430817864150466079e+00 3.616792240985473583e-01
4.388467978024436889e+00 1.195159670065296220e+00
4.327651489454240163e+00 9.119729536925059721e-01
5.931325557694965944e+00 4.627538822217810655e+00
6.003601264125778769e+00 4.753951379176014846e+00
4.362331218699916136e+00 1.080987953461154394e+00
4.277823131683107682e+00 9.602366106960381620e-01
